step,spread
148,0.01296380172518774
149,-0.07951726927832868
150,-0.1127319272260281
151,-0.45707524025075635
152,-0.444287578342985
153,-0.2777591593548065
154,-0.026995735247709318
155,-0.2402371674803171
156,-0.18660640996973255
157,-0.2221508311733086
158,0.10242654113488292
159,0.2356858087264676
160,-0.09224441292022392
161,-0.4841695796864799
162,-0.28304904340474757
163,3.250202959786952e-05
164,0.1056422344376082
165,0.13941077277178218
166,0.6259112875500066
167,0.8484235457989747
168,0.4955481801866839
169,0.06439988532606028
170,-0.35661164373262516
171,-0.2730175852314862
172,-0.3905106951242541
173,-0.5926581076993955
174,-0.5977762107174417
175,-0.9720972252459639
176,-1.2750500653297403
177,-0.8841144543230022
178,-0.5509623041391811
179,-0.34052139764345646
180,-0.8332154860826608
181,-0.4698151185150466
182,-1.0440817954234591
183,-1.3920648584429993
184,-1.4223960799624147
185,-1.665808819263061
186,-1.6997809536820292
187,-1.817829115543065
188,-2.1315717553140328
189,-1.6924553335915675
190,-1.8431139112841013
191,-1.340451160832441
192,-1.111281376099663
193,-0.7344569404611158
194,-0.9143009071152783
195,-0.9149425385835446
196,-0.42660039612331024
197,-0.8957703273065007
198,-1.2832704517437246
199,-0.7456650318569424
200,-0.253741428362033
201,-0.5565761258831472
202,-0.048488512991966215
203,-0.2650549480744024
204,-0.4356036807108451
205,-0.28651673174740705
206,-0.6428537506937189
207,-0.5962410803903292
208,-0.5878446925370414
209,-0.44563490713130915
210,-0.877164591312648
211,-1.147580774477928
212,-0.9691901645973932
213,-1.1340427248733904
214,-0.9268707988260424
215,-0.5331361427004035
216,-0.4633389328226986
217,-0.5672905414393696
218,-0.9182198586347872
219,-1.1394826012712507
220,-1.0465617686335447
221,-1.1471324716383628
222,-1.0423388117792605
223,-1.3499541573695262
224,-1.2165891469007861
225,-0.8729829951051322
226,-0.7638473357620158
227,-0.8504631138865089
228,-0.7309821799023751
229,-0.8480394233199874
230,-0.5675382747619048
231,-0.36464237651260933
232,-0.15244238685080136
233,-0.28796359505453906
234,-0.565145059508041
235,-0.5306646499339427
236,-0.4877581363596941
237,-0.34974563237702944
238,-0.381919817412178
239,0.2889008450507585
240,0.4337604836908502
241,0.6398851429161516
242,0.6207786821718457
243,0.9003409093276443
244,0.6701260891009465
245,0.9878427392564186
246,1.5843247309816733
247,1.3913124209560785
248,1.2468405992131242
249,1.020475892256002
250,1.230049348586399
251,0.941992339661865
252,1.0609299317912992
253,0.7270115180441302
254,0.9668217761182352
255,0.5015658125944378
256,0.8230791732787385
257,0.9691134869658062
258,0.8069624474317594
259,0.6835786897835101
260,0.9347943344397976
261,0.7991180586758927
262,0.7441586188046599
263,0.48475471128158765
264,1.244892906492373
265,1.4602265678114772
266,1.017414780548346
267,0.6954506458362804
268,0.565241382906513
269,0.9609302310482035
270,0.5412009053197269
271,0.05008602855411687
272,-0.23308094228116308
273,-0.3186607154009452
274,-0.40836938304426246
275,-0.5733633636974744
276,0.24061621374741826
277,0.15631132943132015
278,-0.4309331429329349
279,-0.4605082376088844
280,-0.8721269893823852
281,-0.6326214252512483
282,-1.1423233334349148
283,-0.7135798654944792
284,-0.9485698443758932
285,-0.781065592152832
286,-0.29058784669720106
287,0.03359021792965283
288,-0.4744753098592227
289,-0.5146020219558893
290,-0.7825276428544545
291,-0.8066638091431672
292,-1.0873653218273416
293,-0.8242680771421328
294,-0.6777707990015025
295,-0.4664235758393932
296,-1.014017689546391
297,-0.7935754314718464
298,-0.7084528648691458
299,-0.7645010107265353
300,-0.9430358039188669
301,-1.2708335527975374
302,-0.5252329126722481
303,-0.417559050793295
304,-0.6787641276970684
305,-0.7429642049929819
306,-0.07620222260396259
307,0.025928152112461605
308,-0.3448773910764605
309,-0.044385027467884586
310,-0.24621050571510433
311,-0.27576553794124775
312,-0.051511510296822244
313,-0.5256908042100918
314,-0.2656920155101333
315,-0.5065932613867393
316,-0.6241959643930467
317,-0.6920960864511915
318,-0.6454124473129982
319,-0.5052554744095706
320,-0.42375372456594784
321,-0.30946952112632753
322,-0.21290454967976627
323,-0.06494363052936264
324,-0.4455179579500519
325,0.11731438910336162
326,-0.1426401586686752
327,-0.21144495919697737
328,0.04122883691121604
329,-0.4669605124640189
330,-0.2456656860395008
331,-0.3290313842580352
332,-0.5297500231504708
333,-0.6187327644870773
334,-0.6015272455677355
335,-0.3872259812283478
336,-0.3334463611575931
337,0.2631176383093125
338,-0.3445791783562057
339,-0.16952144496297855
340,-0.4124951727865609
341,-0.1672551792185447
342,-0.5148200675680289
343,-0.15362570475092685
344,0.253877084872297
345,0.4614165092218431
346,0.5739741785655288
347,0.6649071782384772
348,0.17353890372831043
349,0.2880771570241629
350,-0.15103273832529546
351,-0.4186575553770744
352,-0.6423368504383005
353,-0.36442571029282456
354,-0.12368402965144873
355,0.09871712158063352
356,-0.05820855730317871
357,0.1113100752047646
358,-0.10677486355055986
359,-0.35579238848625944
360,-0.06833077541023386
361,-0.0690279560851186
362,-0.41994143044838494
363,-0.3635551752170383
364,-1.114543801247441
365,-1.055430620305487
366,-0.4909502840313756
367,-0.40207225680108605
368,0.04549461926669757
369,0.007664982698869484
370,-0.5920532861817474
371,-0.704801327233647
372,-0.6197976550075681
373,-0.8745548994015664
374,-0.7947579971412069
375,-0.7921980033639766
376,-0.42565978618726624
377,-0.4732982526808168
378,-0.31982779273443934
379,-0.28198391515601934
380,-0.321204017002405
381,0.1664562292650737
382,-0.013184519262625788
383,-0.19096897039558713
384,-0.03776712727609749
385,0.2711579759961851
386,0.14307427161651426
387,0.19646996078559226
388,0.6501928670758377
389,0.4641152016444605
390,0.4771850688717103
391,0.9787746340740568
392,0.7810875520412155
393,1.0072113925989885
394,0.9125398928067063
395,0.9139545181567074
396,0.7988611877611244
397,0.4218031075732053
398,0.35552162290027783
399,0.22152242380500198
400,0.21780335484177193
401,-0.037861605112675584
402,0.5079233430387373
403,0.5416117547531807
404,0.9361322930324021
405,0.8540000205289711
406,0.9245191165756429
407,1.1310226511014085
408,1.3245111544768842
409,1.6277851228730786
410,1.4240087160391655
411,2.025388676013196
412,1.1739332052422555
413,1.5911295152768776
414,1.3815487291115016
415,1.5298636091713722
416,1.3125252209449019
417,1.1100168847739986
418,1.1898584345209633
419,1.5405618990744594
420,1.854768026314801
421,1.7009924962233007
422,1.7534511763996
423,1.4099776132859843
424,1.610455101713735
425,1.4401099431138287
426,1.3940116558349318
427,1.2610280033248746
428,0.8314770923480463
429,1.2377198576241841
430,1.2102349653764617
431,1.2181839786704016
432,1.1821616111909854
433,0.9959817055173685
434,0.8494546448420056
435,0.4366734737884056
436,0.26004631785021703
437,-0.3930228790933865
438,-0.13606868176341624
439,-0.4625554023030243
440,-0.8402678906460248
441,-0.7463448084838739
442,-0.5254889535446601
443,-0.04917954828327625
444,-0.24977896507931466
445,0.049255118799904546
446,0.14631888494299156
447,0.061667479712959314
448,0.07885766936394525
449,-0.06042828613123387
450,-0.13043265596368742
451,0.23048580098011223
452,0.08820731871959192
453,0.809999301097716
454,1.2620603062671276
455,1.3257236230961842
456,0.8242813558518043
457,0.5672996661185302
458,0.3778187101912178
459,0.39381499329285774
460,0.331932071861256
461,0.16636197996639548
462,0.17566029258099328
463,0.3908414747195277
464,0.8496872782722003
465,0.9681749751248834
466,1.0922886365569118
467,1.3998337951500415
468,1.1604728252341756
469,1.1434312344118056
470,1.1383530379735178
471,0.7334400598379972
472,0.7150653213626529
473,0.7384680109699676
474,0.47664976863975816
475,0.8311164810905278
476,0.6470839474425408
477,0.555536711563887
478,0.6378940945985473
479,0.3804370672871624
480,0.14477133670133177
481,0.6669028970300561
482,0.06508067156628405
483,0.2415778086940658
484,0.29896751128686017
485,0.6859579224015115
486,0.9427028585076965
487,1.250351373241804
488,0.7443613308868247
489,0.3614480835831569
490,0.02922968945616916
491,0.4698285477562796
492,0.43835857060775063
493,0.5830111800555737
494,0.22521196157443085
495,0.8827967082837458
496,0.7271820494003474
497,0.8356259844279503
498,0.6993766931741555
499,0.3383975980290303
500,0.5298418273684049
501,-0.04958751169894504
502,0.36086402864166756
503,-0.003682712092128837
504,-0.28791537011946483
505,-0.042410378657994574
506,0.031088784880415103
507,-0.5553771932029308
508,-0.4707732978230326
509,-0.4699407723109318
510,-0.24548347485734243
511,0.08902485999275422
512,0.6517592383297367
513,0.6166617010847318
514,0.3302021042435025
515,-0.05227827016640241
516,0.5090069722728771
517,0.3302559222553205
518,0.12691185859286833
519,0.38215178544743594
520,0.33776976681081905
521,0.6313766659008444
522,0.5785842414283924
523,0.4112099994995694
524,0.23967283522375435
525,0.5536895250599358
526,0.6250850891176616
527,0.6792208191696809
528,0.7645156647017357
529,0.4890927594468425
530,0.717841510161253
531,1.2287107195197136
532,0.6544354648080796
533,0.8530989870366001
534,0.06080310561028479
535,-0.012255811416977139
536,0.018272376974163923
537,0.1435134613210282
538,0.7721952779044414
539,0.8750507957661583
540,0.9093137135268409
541,1.118803944382606
542,1.2416273157139686
543,1.2014405391230916
544,1.3254950530472047
545,1.5326856939434435
546,1.6988082140367224
547,1.971707036473314
548,2.3484871759818824
549,1.8465244949209487
550,1.6013204465644466
551,1.2690666913474016
552,0.732765777206692
553,1.6737140517119007
554,1.9940197991639934
555,1.6132192202903644
556,1.633274843527571
557,1.7485869094588742
558,1.2740206165138006
559,1.6676838239777403
560,1.6825784809453157
561,1.9602063732471822
562,1.9371602171434927
563,1.6594005941320995
564,1.2738787208960383
565,1.5251386060683347
566,1.7856686816387823
567,1.8619299452385074
568,1.085883403088082
569,1.0602738679943244
570,0.8542361839772594
571,0.8276814812072915
572,0.7665233521598683
573,1.1783029108263585
574,0.7485474048156318
575,0.8276391088582675
576,0.7977075410938432
577,0.2332495164068527
578,0.01919873879042111
579,-0.08517903705801604
580,-0.1979345555240733
581,-0.2742316902361635
582,0.03246217935528106
583,-0.676317610123957
584,-0.649643716260798
585,-0.21069563947356018
586,0.13345022335997195
587,0.23526308930572606
588,0.5365994944023466
589,0.4288997517939816
590,0.8611598376285694
591,0.8198139074771363
592,0.544414423574983
593,0.5298378144834563
594,0.3595620890026787
595,0.45720580621915297
596,0.289417983526544
597,0.2252561572847809
598,0.26384094018444093
599,0.32473398471882425
600,0.20580650540905127
601,0.6072543201707337
602,0.7227802852860042
603,0.27082086060415894
604,0.4319787106605225
605,0.3389464535742869
606,0.6366934554115034
607,0.25164218518077414
608,0.2134431263355808
609,-0.46982121536514
610,-0.5737670105504107
611,-0.3481546586280208
612,-0.6929635964811036
613,-0.8038044582046384
614,-0.9630299581880375
615,-0.4620575886334904
616,-0.3002680965988007
617,-0.09033127631080579
618,-0.6144409891431069
619,-0.5852292508840002
620,-0.5724639773779843
621,-0.8366212883630235
622,-0.3231929973674001
623,-0.7680441571616057
624,-0.9647844974405704
625,-0.8134278995682728
626,-0.9748916570636953
627,-0.77975774830522
628,-0.2520074370886856
629,-0.06496049525567721
630,0.2948618270515393
631,0.6245406790088525
632,0.8691682784906425
633,0.010970472002953091
634,0.22444349834682123
635,-0.2009719926724842
636,-0.6468711001707674
637,-0.6343706578871101
638,-0.5948242496720486
639,-0.5084488397064003
640,-0.7611018923004869
641,-0.7544814750452845
642,-0.8806957428069306
643,-0.9089546764698768
644,-0.8932473864305239
645,-0.5362241760084379
646,-0.8548355494101272
647,-0.7386209006358229
648,-0.7480540791037991
649,-0.4617139071262908
650,-0.20909948676407747
651,-0.3156990769800857
652,-0.5095587837400473
653,-0.38444910880553695
654,-0.03253893537760327
655,0.15926327412131003
656,0.8707879552346238
657,0.6589461027187546
658,0.23931739263827734
659,0.5534678273566073
660,0.6874417134419843
661,0.7516742514437694
662,0.32168049642898416
663,0.18150204980059825
664,-0.08010885832131537
665,-0.42148112473245725
666,-0.5441844943259799
667,-0.43272967480603386
668,-0.6337228813873459
669,-0.2009913709470703
670,-0.5125492773187142
671,-0.18406169860399518
672,-0.5278028802149315
673,-0.2918028476433061
674,0.15220461564250792
675,0.2889516907868036
676,0.41824540009141864
677,0.608446682172598
678,0.9960393428152294
679,0.9936703732047045
680,0.8022774730820119
681,0.370037801449792
682,0.8262811271720171
683,1.1581861537611378
684,1.084197466843052
685,1.232415456023936
686,1.2841242283023488
687,1.1226101302751066
688,0.9314915856313515
689,0.7931561028021571
690,1.2518095623692738
691,0.9837722883760986
692,1.362865412588873
693,1.124673184932741
694,0.6836580296445833
695,0.7016146363321043
696,0.740674404020679
697,0.7956611235239409
698,0.8692726779945077
699,0.5119301874744848
700,0.6178077078587059
701,0.4688928194629293
702,0.5742871956444434
703,0.4169381783516172
704,0.27984819942234723
705,-0.14010561370205604
706,-0.19555551460819592
707,-0.25780468425980513
708,0.05157000470495568
709,-0.2384199248077042
710,-0.2634433839096814
711,0.4563515026393302
712,0.7598502461692437
713,0.8882918804307511
714,0.929372166543609
715,1.106886309658608
716,1.2491102069745534
717,1.4339843285277551
718,1.3306725196058333
719,0.9620311542592518
720,1.143352762000954
721,0.892821397547029
722,0.9378623669663433
723,0.6229988429800012
724,0.3990297576833528
725,0.3188276865919087
726,0.3666031073446317
727,0.27176283563734493
728,0.3524974046751913
729,0.7434075990422435
730,0.2610991375502158
731,0.19501584593689367
732,0.33012592124504864
733,0.13757784713260457
734,0.5775000335606321
735,0.38677783305697944
736,0.26238335508443833
737,0.16581698212502533
738,0.21636233748407036
739,0.21915705441900588
740,0.5637212164943154
741,1.3455308690059251
742,1.618070983797323
743,1.6918314336412077
744,1.6509650973579835
745,2.082748140225755
746,1.770490536144034
747,1.8760788637272066
748,1.7040135723834493
749,1.2171203053880741
750,1.0597543280852573
751,0.8833864682909337
752,0.6075068681670237
753,0.5932306004948794
754,-0.18009099421156383
755,-0.15321925632985672
756,0.07538782705864658
757,0.1984605311970884
758,0.22836001269086853
759,0.61544551592348
760,-0.09011944659134918
761,0.021831666608034705
762,0.015506054625118835
763,0.11609313300379628
764,0.007582464873012118
765,0.06737797983732792
766,0.15063029011607132
767,0.2716872248986494
768,0.5777935945800662
769,0.659442587456379
770,0.9754695886420051
771,0.7143810127240017
772,0.8811135014116946
773,0.7995313547404266
774,0.960749947052191
775,1.165117395276467
776,1.1534318097642133
777,1.0719177004770994
778,0.613743862184287
779,0.8258306374068454
780,1.2166781883671953
781,1.0239362449368927
782,1.2100493194509032
783,0.8261143040725549
784,1.321270334604852
785,1.4637495659489175
786,1.0720578325625953
787,1.3149612030273157
788,0.9789758725042231
789,1.275037275769833
790,1.0230529522716776
791,0.9970546287235351
792,1.121328434798178
793,0.8194782351057193
794,0.8474906012687766
795,0.8650018540533728
796,0.3908141185361075
797,0.25558850234526154
798,0.3572144384680281
799,0.4755352655777113
800,0.5408240205604641
801,0.607703544692283
802,0.3681235306546516
803,0.35593031499617406
804,0.5278989608945441
805,0.7090563657219355
806,0.2767964225923615
807,0.4197161335701221
808,0.6618035955673849
809,0.5135910415676139
810,0.8136659321697024
811,0.8327439732586845
812,1.102455527194235
813,1.3123421776437127
814,1.340337033733135
815,1.5080514852607911
816,0.9073457898575308
817,1.3589321016659732
818,1.176534294883843
819,1.342663159248103
820,1.2282612815495448
821,0.8755864723860012
822,0.614489976406645
823,0.5764340236865741
824,0.5468339447584709
825,0.43845014405186705
826,0.3320573374633255
827,0.08700625257507022
828,-0.25812231058277607
829,-0.5067545772279319
830,-0.4917846015376129
831,-0.0457307849313795
832,-0.31232484639459823
833,-0.07280814367944202
834,-0.23693826682050892
835,-0.32226985221795057
836,0.05911755437007277
837,-0.2434453285769551
838,-0.14720975430375433
839,-0.1518821931148693
840,-0.12304033873817762
841,-0.2268675151753094
842,-0.18216787072502277
843,-0.4832433624290601
844,-0.42738155733126093
845,-0.35234794438217376
846,-0.7256817455989732
847,-0.9486436234000948
848,-1.3633864860741243
849,-0.9182040658179862
850,-0.5833155215504597
851,-0.9772488078958709
852,-1.0485185771358077
853,-1.083519324509721
854,-1.3417840546216833
855,-2.018310424192861
856,-1.525883453811989
857,-1.5709915941639976
858,-1.3288660928360065
859,-1.36812717644645
860,-1.3560058222504323
861,-1.0390388059733346
862,-0.8725454702473352
863,-1.1192221937577391
864,-0.8461369166312787
865,-0.7372328349036849
866,-0.5672479396090431
867,-0.30401768571770094
868,-0.22319561748368522
869,-0.8486033626331431
870,-0.9766755643071059
871,-0.9183600117371398
872,-0.6925057185207614
873,-0.5773363372756165
874,-0.6341007292441346
875,-0.7561927514583691
876,-0.985205239389696
877,-1.0125210236339777
878,-0.8651871638268771
879,-0.6101173773355728
880,-0.5008325515287189
881,-0.4933471201219884
882,-0.42667642018832946
883,-0.887279921871099
884,-0.9926994735466266
885,-1.2984881739970973
886,-1.346396289701936
887,-1.7154850008257763
888,-1.8753777329623216
889,-1.5547975354814896
890,-1.5155477118251506
891,-0.6407601086176358
892,-0.5855460151837188
893,-0.05424570424134173
894,0.3917498191066004
895,-0.17169453233096216
896,0.12131757794826037
897,-0.23910188276612596
898,-0.5518515102870785
899,-0.5522249069085292
900,-0.4987078025547316
901,-0.5203802596846893
902,-0.6678402146366351
903,-0.2901736496265565
904,-0.11730984685288548
905,-0.13183704275922578
906,-0.3432077553877195
907,-0.20235414278084085
908,-0.5596037624928927
909,-0.5626484021766751
910,-0.5863989056470551
911,-0.26903282914721893
912,-0.23321915291968068
913,-0.11268808519654959
914,-0.45985503093787117
915,-0.5314745545636314
916,-0.3620861145467355
917,-0.43143216940877793
918,-0.7874265054637852
919,-0.43074376352799104
920,0.12578384611359839
921,0.2715527273754948
922,0.15652665628605872
923,0.009169176010246194
924,0.000803945822308038
925,0.531725068556986
926,0.35301943356614196
927,0.13500119468519337
928,0.46342332411213216
929,0.6688278783079395
930,1.3858592355142707
931,1.0961426815769688
932,0.777911660706508
933,0.6714073762141908
934,0.5439570457116157
935,0.6517709608746532
936,0.8020746572580884
937,0.22511588162326296
938,0.27277038218096405
939,0.21520924165666594
940,0.30298490815144336
941,0.4567903964675901
942,0.16722391536400705
943,0.3145710096089631
944,0.18594596001299168
945,-0.3651054718944078
946,-0.47403100870185044
947,-0.6856459429348484
948,-0.43226270858011934
949,-0.11836920416523544
950,-0.21581166046601985
951,-0.07542987598120668
952,-0.00887391449039672
953,0.572626174026736
954,0.6699556305853227
955,0.878122700352027
956,0.32268203709661947
957,0.6485445675683219
958,0.5487838639447884
959,0.3253752324503474
960,0.5420513441769956
961,0.23613360944607437
962,0.006580886773116051
963,-0.07708657825005402
964,-0.5285029644462984
965,-0.49810746933027655
966,-0.8492470158509366
967,-0.8761463616322227
968,-0.733774549501739
969,-0.858154918665166
970,-1.0679253331500722
971,-1.0681025266517084
972,-1.4488718516386172
973,-1.3401288236353581
974,-0.627887014417763
975,-1.421612552282103
976,-1.269367868776748
977,-1.108017407745344
978,-1.352351991252717
979,-1.1078769237237869
980,-1.5027998530857702
981,-1.3812451584746834
982,-1.380665905885792
983,-1.3288377405143295
984,-1.5535802290757357
985,-1.1416298887364418
986,-1.2510214201410375
987,-1.2437639704818686
988,-0.9722684458643638
989,-0.896015791102934
990,-1.3018812532381858
991,-0.8467081627156643
992,-1.186738428215515
993,-1.3270882084249587
994,-0.8154253390338981
995,-1.242675155946314
996,-0.7880987605642322
997,-1.0719312230904954
998,-1.1626278686276534
999,-1.1819907306933082
1000,-1.0984364659965573
1001,-0.9450734711837914
1002,-1.2713150510743536
1003,-1.4501601664828576
1004,-1.5367975728826486
1005,-1.3735032342784987
1006,-0.8548641651070397
1007,-0.8257713267442491
1008,-0.6484755263519169
1009,-0.6647643565631378
1010,-0.31461752669844095
1011,-0.8843042377323735
1012,-1.348070737455076
1013,-0.9077208841603163
1014,-0.5549633721682322
1015,-0.2965823103186125
1016,-0.14483478931130267
1017,-0.9374123486290074
1018,-0.2521340603253911
1019,-0.38059418873015494
1020,-0.5733780534043864
1021,0.06003929071053804
1022,0.06899702848127919
1023,0.3703937656263354
1024,0.26475540181151047
1025,-0.07008545714801043
1026,-0.5400678552392525
1027,-0.304199464913899
1028,0.2889316562337529
1029,0.41010601593233537
1030,0.9927325265350531
1031,0.9843276323787938
1032,1.2111877633739128
1033,1.1547898958138763
1034,1.6403274760198179
1035,2.019248741731374
1036,1.9254620854173934
1037,1.4679963985847588
1038,0.569763593048183
1039,0.7175686917609518
1040,0.5407982498119415
1041,0.6599057298782761
1042,0.8059195380124768
1043,1.5268592250992215
1044,0.6888950340425198
1045,0.591095109390899
1046,0.6196363619912798
1047,0.7692814563954937
1048,0.8817795938705753
1049,0.5794860180124574
1050,0.2076497143660041
1051,-0.31557003263839833
1052,0.45202192782307316
1053,0.28461179100496736
1054,0.08903142344350656
1055,0.15433236995412059
1056,0.6184227118234256
1057,0.8533811414383736
1058,0.6906076311146095
1059,0.4258673704012065
1060,0.474092861420439
1061,0.6189618562528088
1062,0.8155201812413555
1063,0.7534927628562911
1064,0.2730056146241439
1065,0.09777245958838574
1066,-0.037382400085728365
1067,0.40550073260497627
1068,0.709554207712576
1069,0.25966369725442096
1070,0.4162012533012709
1071,0.9457487224524275
1072,1.2572110234431917
1073,1.3094485246385879
1074,1.3073486054828787
1075,1.1558322413644413
1076,1.193088783856346
1077,1.023088714871577
1078,1.0979019399246355
1079,0.7826908769029819
1080,0.252250644638504
1081,0.5198415993211084
1082,0.32780357911500013
1083,-0.214259954421941
1084,0.32423919601702994
1085,0.34720073580126776
1086,0.4877010799441218
1087,0.052420391513398334
1088,-0.3261196758730682
1089,-0.37602947929841174
1090,-0.16751916324257324
1091,-0.4524889067917349
1092,-0.4051328791860558
1093,-0.35150538237570667
1094,-0.24004225426377973
1095,0.3172760798338756
1096,0.5003142445337777
1097,0.24973606483642652
1098,0.2137657859251702
1099,-0.2561278379298189
1100,0.02394161973086628
1101,-0.003090759991591429
1102,0.07947126728839853
1103,-0.02806190137282291
1104,-0.17847849849769393
1105,-0.19468814208011564
1106,-0.4696618213762789
1107,-0.7142796901997952
1108,-0.4731982398444299
1109,-0.6156819991643784
1110,-1.002059371875578
1111,-0.6307489805061535
1112,-0.7800155819629979
1113,-0.40637159220333696
1114,-0.20751534681209544
1115,-0.1674220595609476
1116,-0.21698917435483228
1117,-0.5324182726550247
1118,-0.25552064822880327
1119,-0.13759716827862023
1120,-7.497421467729526e-05
1121,-0.24812998086739332
1122,-0.3621171950389308
1123,-0.5105101560334623
1124,-0.13428152713231395
1125,-0.3415789265487512
1126,0.24145550174453123
1127,0.21620458709594265
1128,0.017396466159841528
1129,0.5207543732974181
1130,0.2099459946886793
1131,-0.0320100552729799
1132,0.3278423721573833
1133,0.2905430204820037
1134,0.3564386166557864
1135,-0.1678453356823515
1136,-0.2323792870341781
1137,-0.6524249653116233
1138,-0.3240115544057157
1139,-0.09464864185065122
1140,-0.38091641766521356
1141,-0.19510592113095138
1142,-0.3241755545892471
1143,0.009085981492540585
1144,-0.10140602205113568
1145,-0.07055161592445461
1146,-0.27868187259345173
1147,0.0032046886317713685
1148,0.19092382724698362
1149,0.8875402220571081
1150,1.128868981664593
1151,0.2869911361972005
1152,0.504803946123495
1153,0.3168229846302581
1154,0.5359940118445983
1155,0.2993476408311284
1156,0.8627331640795577
1157,0.4466883923257779
1158,0.3725562972511306
1159,-0.33895776542836326
1160,-0.5456385235989485
1161,-0.28498740767899833
1162,-0.22478162535971644
1163,-0.14455295757695494
1164,-0.3333955001012623
1165,-0.732291749891997
1166,-1.0063648963043157
1167,-0.9390990205298465
1168,-1.2740861418877911
1169,-1.5192581003376073
1170,-1.4250194449810425
1171,-1.1754468639032394
1172,-1.6406890657946014
1173,-1.2446047182644229
1174,-0.7929648878479849
1175,-1.0763220284595483
1176,-1.085490225087329
1177,-1.4890140494743926
1178,-1.372172225745315
1179,-1.943117927635405
1180,-1.4527451673566159
1181,-1.3152281735155151
1182,-1.1448445391218973
1183,-0.5360758450657728
1184,-0.7474106940210867
1185,-0.7094633678991997
1186,-0.7773392452329497
1187,-0.15810103647150398
1188,-0.006031739307380268
1189,0.25372301381132956
1190,-0.296029855965464
1191,-0.499644320359231
1192,-0.6564703902333138
1193,-0.5884076617817806
1194,-0.470116493273626
1195,-0.8198939350172487
1196,-1.019881521812015
1197,-0.6706382198796021
1198,-0.6231402143397676
1199,-1.0118970939301377
1200,-0.8490844399638693
1201,-0.6009750136592091
1202,-0.466709911763688
1203,-0.044099936447781485
1204,0.15684020155437284
1205,-0.1639964078502387
1206,-0.29739662602083294
1207,-0.6858660500195459
1208,-0.7661292861821876
1209,-1.0522450110331256
1210,-0.7718788388926583
